"Id","ProductId","UserId","ProfileName","HelpfulnessNumerator","HelpfulnessDenominator","Prediction","Time","Summary","Text"
470826,"B001ELL60W","AO8H4TVN5RZMU","mspriss678",0,0,5,1278460800,"Great with fresh blueberries.","We found this product after buying a waffle maker.  It makes great waffles and even better pancakes.  You will love the malt/vanilla scent."
336499,"B000BRR8VQ","A10PU5DEIY8XAF","lovebeading",0,2,5,1321833600,"dog treat","Will have to review this item after Xmas as I have put it aside for my dog for one of his gifts."
166015,"B007FRAVNC","A1USOFWS1ZE1F","Dorothy Daidone",1,1,5,1255910400,"Great Tea","This tea is very good, and I love the health benefits that you get from it. Very happy with Teavana."
205497,"B000Q555EK","A32O5FZH994CNY","G. Ware Cornell Jr. ""anotherlawyer""",1,1,4,1214092800,"Keep it around","One of the great things about owning a <a href=""http://www.amazon.com/gp/product/B000A7W4YS"">Braun Tassimo TA 1400 Hot Beverage System</a> is that you do not have to brew coffee that no one will drink. Likewise Tassimo has assorted teas available from <a href=""http://www.amazon.com/gp/product/B000PJC1I0"">Braun 01318 Tassimo Twinings Earl Grey Tea Pods, 16 Pack</a>, to Gevalia 01317 Twinings Chai Tea Latte for Tassimo Coffee and Beverage Makers to <a href=""http://www.amazon.com/gp/product/B000KDEGGG"">Gevalia 1549 8 T-Discs Twining Green Tea for Tassimo Brewing System</a>. But it offers only one hot chocolate-Suchard.<br /><br />Fortunately it is a very good chocolate that will be sure to please your kids and even you during late night chocolate attacks. We don't use as much hot chocolate as we do coffee and tea, but it is one Tassimo product I always keep in my cupboard."
245036,"B003TLMM2Q","A2MHZEBOW88B3W","Margie J. Root",2,2,2,1323734400,"Dry","I originally bought these at costco and loved that they were fresh and big pieces and my puppy ate them up, but when I got my package from you, the bag had a cut in it and the treats were not only puny, they were dry. It was disappointing. The price was good, but I thought I would be getting the same product.<br />The reason I ended up ordering was because I had moved to a new state and this costco didn't have them..."
218223,"B003DKRC1Y","A1C54TY4NR6JZ2","Brad Brown",0,0,5,1279584000,"Love this tea","just bought a Keurig Coffee maker and love this option.  the tea is strong with a nice hint of peach and a slight sweetness."
134217,"B00120U5DY","A2KJ9AUZEG5PM6","Perry",1,2,5,1318464000,"WOW","I actually ended up buying this from walmart because I was in need of an oil free moisturizer for my face...BADLY and didn't want to way 4-5 days for my order to process on here. So I purchased it (and I cringed at the thought of spending 15 bucks on a small container of moisturizer), and applied it to my clean face in the morning and before bed. Let me tell you...<br /><br />THIS THING ZAPPED MY PIMPLES LIKE NO TOMORROW!!!<br /><br />Not only did it feel nice and silky on my face, and it soaked in, but it just cleared my face up! I was so surprised. I thought it was too good to be true and maybe it happened to be one of those days that my skin decided to clear uyp on it's own. But no, I was wrong... and thank goodness. I continued using the moisturizer twice a day for a week and my face just stayed clear for the entire week. I was so happy!<br /><br />This stuff is definitely worth the money, and it WILL last you quite a long time since a little DOES go a long way. How little you ask? Just lightly, and quickly tap your finger onto the surface of the moisturizer and that's all you'll really need!<br /><br />Five stars, baby. FIVE STARS!"
264644,"B000FAIR96","AACDH3L2WRRYF","lmn",0,0,5,1338681600,"Love these","Not only are these liners eco friendly, but the baked goods release from the liner in a way that I have never experienced before. My daughter asked me if they were reusable. I bought mine at my local supermarket, and they were cheaper than the popular brand. While I agree with the one reviewer that it would have been more helpful if they had labeled their sizes mini, regular and large (or jumbo), it does not negate the fact that these liners work better than any I have ever had. I cook gluten free, so liners are a must. I have used them on all types of muffins and cupcakes and nothing has stuck to them yet."
212437,"B004MTPISE","A3TYJ67QA40949","Beth A. Barr ""Mwana_Wa_Africa""",0,0,3,1325721600,"Squashed box","Amazing to find these online - This is the best potato chip flavor on the planet, and I haven't been able to buy them since leaving texas... however they are expensive, and were shipped in a crappy box which was squashed en-route... 12 of the bags were popped when the box arrived... sigh..."
494462,"B000VK6TD6","A3QF1ZKJQLHQL1","isoula",0,0,3,1340236800,"Surprisingly Chewy","I know the description of these ginger candies noted a caramel-like texture, but I did expect them to be a bit more firm -- something to suck on for a short while, like a ginger-spiked Worther's...  But these candies become chewy in your mouth, almost immediately.  The ginger flavor is slight, too, in spite of the ""ultra strength"" promise.  On the plus side, this candy may still prove effective at easing indigestion."
407981,"B001EO7GKI","AOLRQ2IM3XL3T","Susan Cochran",4,4,5,1240704000,"GREAT FLAVOR, GREAT BUY!","The only place I've found these olives is at Smart and Final and they're much more costly. Beside that, it's about the only brand that carries anchovy stuffed olives, which are great!"
179882,"B008GRONV6","A2OHGS8E992E51","K. Averett",0,0,5,1282089600,"Greenies are Great!","My parents' dog refused to take her medicine until we found Greenies. They are great! Just make sure for really picky dogs to wash your hands after you wrap the pill, otherwise the dog may still smell the residue of the pill on your hands."
300344,"B001CGMSQU","A2QUYDD6IT2BZ7","sandyrik",0,0,5,1283040000,"Doggy dollars","I love these chews I use for training treats. Can be easily torn in four pieces. Can put in a pocket and it isnt greasy. Also a healthy treat."
567791,"B005K4Q68Q","A2KMFRF5XD7LEO","Mary Currie",0,0,5,1322524800,"Hot Chocolate","Everything about the order went great, the Hot Chocolate is very good. I will be ordering this again probaly soon."
49459,"B003LECIDE","A1ECSEKM3TKGU6","F. Reedus ""Divine_Diva""",0,0,5,1347667200,"This stuff is soon good","All the sweetness without the carbs of bulked up powdered Splenda!!! I have only used it in coffee so far but love it !! Cheaper too!"
146643,"B001PMCFMS","A2W5P2X383UK8H","Roebear",0,0,5,1289952000,"No Problems with this Treat","Our German Shepherds love these and only one of them has a high food drive. My daughters mixed shepherd had Pancreatitis and cannot have any fatty or junk food treats, which rules out most biscuits or treats which she will get sick from if she eats them.  She can have a bunch of Harmony biscuits without having any problems whatsoever.  Shows me that the Harmony Farms product does indeed have highest quality ingredients and care in manufacture."
170134,"B001BOJBKO","AULNUIYANIWCT","Dawn Hair",1,1,4,1279756800,"yum","These small, sugar-free treats are great.  they have a lot of flavor for such a small size and don't seem sugar free at all.  my kids even go after them.  a bit pricey but i like them."
488703,"B005K4Q1YA","APWA6B5K04EQI","Nichole M. Ahlers ""Loves to read!""",0,0,1,1350691200,"Way to sweet.","I couldn't even finish the cup of this. It was extremely sweet and I could feel a cavity coming on! I'll be offloading the rest of this box..."
436762,"B008O3G2GG","A3QEVXTJ82LD4M","D. Horton",0,0,4,1348704000,"Really depends on the dog","I decided to try this out after seeing an ad in a Bass Pro Shops catalog. I have two chihuahuas. One of them loved it and could probably lick it all day. The other dog wouldn't go near it. All in all, I think it really just depends on the dog itself; hence the mixed reviews here. It's not a bad product by any means, but probably not something I'll be buying often - just more of a fun treat every so often."
421398,"B001PBKZK8","A4377QW8OG1BI","Here",3,3,5,1328400000,"worked for me","I enjoyed these.  They arrived in good condition.  Tasted as expected.  Good value for the product.  I will definitely buy them again."
437601,"B001VNED0I","A20E5ONKZWL1WO","Winnie826",4,4,5,1297728000,"Yay cheap minced garlic!","I Use dried minced garlic all the time. It began to seem expensive. This is the same as you'd buy at any store. Just ten times less expensive"
515307,"B0007IQQUS","A3H449W1QFZEAI","LeMon Tree",1,1,1,1294790400,"too strong & bitter","I purchased this based on the good reviews I read from others.  I like a nice strong cup of coffee, but after drinking this I am now aware that there is a whole other level to ""strong coffee""!  I know this may not sound too pleasant, but the only way I can describe the flavor is that it taste like the bottom of an ashtray.  No, I've never tasted an ashtray!  But if one could imagine what an ashtray taste like, it would be this coffee.  I know all those who gave this rave reviews probably want to shoot me, but I think it is only fair that anyone contemplating this magic extra bold coffee, needs to be prepared for possible disappointment.  Since we had a whole box to use up, we tried making it several ways - larger cup size, to help weaken it, flavors, extra cream & sugar...no matter what we did, we could not get that bitter flavor off our tongues! :("
140711,"B003FPR1QS","A3AWUWZ6U2CAWN","Sabrina Schaefer ""Mama, RN, & pet lover :o)""",0,0,5,1350604800,"Try it, you'll LOVE it!!!","If you haven't ever tasted a Bergamot bonbon before do it! For me, this taste reminds me of my childhood, because part of my mother's family is still in France. She moved here with her sister, when she was 23, met my father,fell in love, and two weeks later they were married. They had my brother and I, and were happily married for almost nineteen years before we devastatingly lost him to melanoma when I was only ten, my brother twelve. My mother and father were 42. Our lives, changed, but were always wonderful because my mother is so loving, nurturing, and attentive. I have wonderful memories of the 4 of us opening a package from my Mem'ere, (my grandmother), and my uncle, who is my mom's brother.<br /> The chocolate was always delicious of coarse, (they don't add wax to their chocolate like we do in the states), but I was always quick to find the Bergamot candy! When I was little the candy came in tins, and there are some sites that sell them in the tins still which are almost identical to the old ones. They used to break the pieces, so they were all different shapes and sizes, but all of them delicious! The sweet, light floral flavor and easily dissolving pieces just seem to melt away. They now come cut, and individually wrapped, so if you want to take a few in your purse you can! :)<br />We also visited France the year my father passed; my mother needed to be with her family for help and support. We stayed for a month, and got to visit Nancy, as well as many other amazing places. We even got to see the home my mother grew up in. My Mem'ere passed away a few years ago at 88 years of age, but my uncle and his 4-year-old son still live there, and we miss them so much. My uncle still sends us packages when he can, and we still open it together as a family. It's still as exciting to me as it was when I was 8. :)<br />I hope everyone enjoys these as much as I do! Best wishes!"
529415,"B006L4JPKA","AII2TI18QZW8Y","Disappointed",1,1,1,1340928000,"Very disappointed","I bought this set because it's stated that it had a lime iced tea....it listed it by name and yet it came without it.  Later, it changed it's description, after I purchased it!"
283022,"B000F0BVYE","A3L9FAK0OUUSU3","JEF ""dejasmom""",3,5,1,1214956800,"NO Criiter Ridder !!!","I found this product to be totally INEFFECTIVE in regards to my woodchuck/groundhog problem.  The woodchuck walked right through the barrier ( which I had spread thick and wide ) with no hesitation.  I was very disappointed in this Havahart product."
496318,"B008JKU2CO","A1HA8EAOD4VAHL","R. Lahr",1,1,4,1341360000,"dark chocolate balls","This dark chocolate candy covers a center of blueberry and Acai berriesm and the peanut butter is not prominent. Very tasty! I wish the chocolate covering were more dense, as it gets on your hands during hot weather."
49747,"B000CRHQN0","A26NAUYKVWLWVH","Janina ""Janina""",3,4,5,1246838400,"Delicious, helped me lose weight","These are delicious!  They make a great replacement for other sweets - like candy bars and cookies - the things that are usually my downfall on any diet.  These bars helped me stick to a healthy diet and add more protein to my snacks.  I have lost more than 10 lbs with the help of these bars combined with smart food choices plus regular strength training and cardio. I highly recommend these bars!"
95206,"B001EQ4Y2Y","A3QLS4UG11LJ0P","dottie12",1,1,5,1327622400,"Gevalia coffee rocks!!","Gevalia Dark Roast coffee is one of my favorites.  Couldn't believe I found<br />it at Amazon at such a reasonable price.  I used some in Christmas baskets<br />and have heard nothing but compliments.  Thanks, Amazon, for making this<br />available."
521866,"B000O5DI1E","AABZK5SX5UAYH","P. riesen ""avid reader""",0,0,5,1289088000,"great product","My dog loves these.  It's never a problem getting her to take her medicine."
533407,"B000CQBZV0","A1HGIBUOYSL3I5","B. Klein",0,1,3,1235088000,"no lemon. not much green tea","If you're looking for a combination of the three flavors mentioned in the title of this tea, it's probably not a good idea for you to purchase this (especially 6 boxes of it). The tea's flavor is dominated by ginger, and some lemongrass, with barely any green tea taste. That's right, not lemon, but lemongrass. Not exactly what one might expect from a product titled ""lemon ginger green tea."" It doesn't necessarily have a bad taste, just an unexpected one. If I want my tea to have more of a green tea flavor, i prepare this with another plain green tea bag."
114621,"B000PGA8WY","A29VR5PTUU40F4","Brian J. Fry",6,6,5,1201046400,"Awesome","I can't find these anywhere on the west coast.  They are my favorite flavor and I am so glad that I can have them again."
63649,"B002IEZJMA","AAA0TUKS5VBSA","Nerd Alert",0,1,4,1338595200,"Just Coffee","Illy coffee beans make amazing, if very expensive, coffee.  I consider it a special treat, since I can't afford it regularly.  It seems almost wrong to put it in a can, but the flavor profile does hold up overall.  This is primarily because unlike other canned drinks, this coffee is not super sweet or filled with strange ingredients.  It has a very small amount of sugar and that is about it.<br /><br />If you are a fan of iced coffee that tastes like coffee rather than a cup of sugar and cream, you will likely enjoy this brand.  It is only surprising in how unsurprising it is."
257246,"B002TSA91Q","AMJUSIY9C1H4Y","Steven W",0,0,5,1329004800,"Great stuff but cheaper at costco","The price is great until costco started carrying this it.  the price was the best around but i just saw this at costco and it is significantly better.  until then it was the best around"
412188,"B00024DB5K","A3LKIUHCGXPWM","M. Michaelson",0,0,2,1310947200,"Strictly for Those on a Diet","I would certainly compliment Walden Farms for their line of zero-calorie salad dressings.  It's really quite amazing how they can do this.<br /><br />The Thousand Island dressing is fair.  The major flavor that comes across is vinegar.  In small amounts, mixed into a salad, it does the trick.  It gives a kick to ""boring"" field greens.  In larger amounts, it's no better than tolerable, but you may feel good that you can have a huge greens salad and dressing for under 50 calories.  One thing is clear:  It does not taste much like full fat or low fat Thousand Island dressing."
89436,"B0014WYXQK","A156BOR3CC0X1B","Kevin",0,0,5,1323216000,"amazing!!","This is easily my favorite fruit flavored soda. There is a perfect blend of citrus and sweetness in every single can. The only thing I would change is to increase the amount of soda in each can. Or make it cheaper... This is so refreshing to drink after a long day at work."
526933,"B002TIU7XG","A331NZVUJ4KCKA","nmerano",0,0,5,1346889600,"Best coffee ever","A coworker introduced me to this coffee, and I have been completely addicted ever since.  It is the only coffee I have ever liked enough to drink black.  We try to save ours for an occasional treat, but it is a struggle to reach past the Kahlua bag every week morning to make our cheaper usual coffee.  It makes the whole house smell amazing while it is brewing."
254849,"B007PA32L2","AK3R75FQWAK15","C. scherer",1,1,5,1320710400,"Pumpkin Spice Coffee","Really delicious taste of fall, I love it, I wish that we could buy it all year long. I stock up and hide it away so my daughters don't drink it all."
496814,"B005HG9ET0","A3VBXQKRM7A4JR","eyecore",0,0,4,1345680000,"It's water...with some extras added.","This water is what the description says...smooth, and jolted with some extra minerals to help out after a hard workout.<br /><br />Ingredients:  Water, baking soda, dipotassium phosphate (salt that dissolves very easily; this also controls acidity), magnesium sulfate (epsom salt) and calcium chloride.<br /><br />My original take before drinking the water was ""why on earth can't we just eliminate all the ingredients except for...you know...that water?""  Well, after downing 50.7 ounces after a workout where I was dripping wet with sweat, I think I can answer my own question.  No, the water didn't taste better or magically make me feel like I didn't just workout.  But, as an alternative to Powerade or Gatorade, drinking a bunch of this Essentia water to restore electrolytes is MUCH better than all the Red #40 and High Fructose Corn Syrup you'll find in the flavored junk.<br /><br />Recommend..."
60723,"B003QNJYXM","ATONDO3DGQVNX","V. Guy",3,3,5,1237334400,"helps me stay with it to study","Not a big fan of energy drinks per say, a little nervous about what they might do, so I tried this stuff. This stuff seems OK, no funny reactions, no side effects. I try to only take 1/2 bottle, but sometimes need the whole thing! Graduate school is not forgiving of fatigue!"
187426,"B001IZHSII","A11AIX49AMOXCT","Hack",0,0,5,1332460800,"Powers","Apparently every third case consumed contains a secret power stick of gum that if chewed for 30 minutes straight gives you a random ability.  Who knew that excessive sweating was a superpower!"
79822,"B001IZM92S","AF1KDL31TZHYS","T. Gore",0,0,5,1315440000,"Tasty!","These dried apples are great for snacking right out of the bag or used to make our own homemade cereal! They're a great healthy treat!"
162418,"B000YSQ9GC","A3ISCAEU5GLN2Z","kiki",1,4,1,1329955200,"contains arsenic","All rice cereal contains arsenic which may cause cancer.  Check with your pedeatrician and see if you can switch to oatmeal instead which this brand carries as well. You can google rice cereal and arsenic for more information.  I will not be feeding my baby any rice after reading about arsenic."
57095,"B003QU2LYY","AIKCB9QYCIEKJ","Acho",0,1,1,1305590400,"Terrible.","I know that taste is very subjective, but I'm a big tea drinker, and also love the lemonade/iced tea combination.  This product tastes terrible to me.  It's acidic without the tartness that I enjoy in lemonade, and the tea just tastes ""off"" to me.  I won't buy it again."
544536,"B001682UQC","A1L74FOIY39OO0","Kathryn Maguilicutty ""Redhead""",11,11,1,1265414400,"Inedible and hard as a rock...literally!","I would normally give anyone (the seller in this case, not the maker) the benefit of the doubt on products, but these were awful!  They had to have been several years old at least!  The caramels were hard as a rock and inedible.  Unfortunately, I had already given a bag (they came pre-bagged) as a gift before I tried them.  I immediately called and apologized to the recipient after tasting.  The remaining four bags I unwrapped and fed to the wildlife.  They didn't even melt out in the rain if that gives you any idea how stale they were.  I definitely will NEVER buy from this dealer again.  They had to know how old they were before mailing.  And these candies were a favorite before this purchase. (Goetze Caramel Creams - 1 lb. divided into 5 bags)  I had to select a ""star"" for the rating since there isn't a catagory for being disatisfied."
277329,"B000VK8AVK","APPJNVNF4BFLB","ConnieP",0,0,4,1327449600,"Sweet Potato Popchips","Decent tasting snack.  Definitely has a sweet potato flavor, so if you don't like that vegetable, you probably won't like the flavor of these.  One bag (0.8 oz or 23 g) contains 19 chips, has 100 calories, 3 g of fat, 95 mg of sodium, and 45 mg of potassium.  That isn't bad compared to many other snack foods.  For example, a comparable size bag of regular potato chips would have about 130 calories and 8 g of fat.  However, these Popchips don't taste like regular potato chips.  If you like the fatty, salty flavor of regular potato chips but are trying to cut back, I would recommend a reduced fat kettle chip variety instead.<br /><br />After reviewing the ingredients of these ""natural"" Popchips, they are not as healthy as I expected.  The first two ingredients are rice flour and sweet potato FLAKES.  The remaining ingredients are tapioca starch, sunflower, safflower, and/or canola oil, organic yellow corn flour, seasoning (sea salt, dried cane syrup, maltodextrin, sweet potato powder, natural flavor, citric acid), sugar, and annatto (natural color).  They contain no fiber nor vitamin A, which I would expect to find in a sweet potato product.<br /><br />All in all, the Sweet Potato Popchips are not a bad snack to munch on when compared to many other processed snacks foods.  Obviously, something along the lines of an apple or some plain popcorn would be a healthier choice for a snack, but certainly would not be as enjoyable!"
247989,"B004T3QMD8","AXR3CV6A4FMBG","McBean ""BJMcBean""",0,0,3,1327622400,"Weak","I would have liked this to have been more creamy. It also tasted artificial. I tried adding some cream to it just to make it smoother, but the taste just wasn't there. If it looked and tasted like the pretty picture on the box, I'd have been one happy girl."
194804,"B0046IIPMW","AHUF0X2Q187EA","Chelsea Whitten",2,3,4,1320710400,"Quality Product - Good for Cooking","This product is good for cooking. It is a solid at room temperature but easily scooped out and into dishes."
309507,"B002GWMEHW","A79M9R8U7H70Y","Martin W. Hohenegger",0,1,3,1333411200,"Coffee,","The 5 lbs. is a great price..but the beans start to dry out before I'm done with the  5 LBS. bag..<br /><br />I'm sorry to say.. I rec: a Keurig coffee maker.. So I will be cancelling the Coffee order..sorry.. The Doc. said I had to back off on coffee . 4-6 cups a weeks .......""blood presure"" issues.."
186949,"B001EQ55YU","AEJAGHLC675A7","John Williamson ""JargonTalk""",4,5,5,1217289600,"It's hard to eat just a few of them!","Cashews are the tastiest (and one of the costliest) of the what we call nuts. Although a nut in the culinary sense, in the botanical sense the fruit of the cashew is actually a seed that grows from the cashew tree. Their caloric numbers may be a bit high, but they provide surprising amounts of potassium, protein, and dietary fiber.<br /><br />That being said, these are some of the tastiest cashews that you'll find, and they have no trans fat, either. Must also note that Emerald's ""On the Go"" canister"" is an excellent variation from the standard packaging, featuring a handy lid that seems about right to measure a single portion.<br /><br />Pros: Good sized cashews (Emerald says they're ""25% larger than that other brand""); very few pieces. Lightly salted with an excellent natural buttery cashew taste. No trans fat.<br /><br />Cons: oil and sodium... but it's the salt that makes them great.<br /><br />Serving size: 1 ounce (about 1/4 cup)<br />Servings per container: 10<br />Calories per serving: 160<br />Calories from fat: 120<br /><br />Bottom Line: If you want some really flavorsome cashews, Emerald does a tremendous job with these. For those who prefer a slightly less costly alternative, just try Emerald Nuts Cashew Halves & Pieces, 10-Ounce Canisters (Pack of 4), and for an interesting (and highly-recommended) five-star taste treat, you might want to try Emerald Sea Salt & Pepper Cashew, 10oz Canister (Pack of 4). All of these have outstanding natural buttery cashew taste, and are packaged in the same handy canister.<br /><br />Warning: any of these can be habit-forming!"
144926,"B002OFUBJO","AEI122F1SK8I4","BabsinPA",0,0,5,1251504000,"THE best Jerky around!!","This Sweet Spicy Thai Jerky is the best!! Can't find it in local stores, so I got 2 packs. Not too spicy, but lets you know there is a little heat to it. I would like it even spicier!"
323565,"B003NUYBV8","A1DI1AQNVP404E","Janet Jackson ""momma j""",5,8,1,1312502400,"Not the best I have had","I have had seaweed snacks in the past.  These snacks were my least favorite ever.  They have a very fishy flavor which does not appeal to me."
473631,"B007OSBHNA","A2MWEJ56JSJ7UN","Michael ""Dorsai""",7,8,5,1349481600,"Nice coffee from around the world","Just got this the other day.  Nice sampler, coffee from many different countries, no blends, just beans from the area.  All of them are good, ranging from mild to bold in flavor so there is something for everyone.  The Brazilian is an extra bold, gives you a bit more coffee in the cup.  There was even Peruvian, I didn't know they grew coffee, very nice stuff.  Looks like we are getting some more choices now to the Green Mountain and Tully's blends.  This is good for the consumer, more choices and lower prices from competition."
465929,"B0005XP6J2","AKFOEWBFBUERI","N. Nicoloff",0,0,5,1212796800,"Great stuff!!","This is a wonderful sweetener that is very hard to find in the stores anymore.  No aspartame, just good old saccharin."
210418,"B001TM70V0","A1AFDCKEGVHQG8","Bao",0,0,5,1349222400,"My cats love it!","My cats LOVE this food! It actually smells good for pet food, and it has a lot of gravy, which I read is a good thing for felines who don't drink much.<br />One of my cats had crystals in his bladder, but I didn't want to use the urinary diet food recommended by my vet so I tried this and it seems a great compromise.<br />Also, compared to other higher end cat food (wellness, newman, organix...) it's not more expensive and my cats seem to enjoy it much more."
323010,"B0048OBT04","A9B81XLUCBB2Q","Divecar ""divecar""",8,8,5,1293753600,"Best soy meat substitute","my mother gave me a bag of these with the sweet & sour recipe.  I made it and it was soooo good.<br />I love these curls. I was  hoping they make other options.  Well worth trying if you are vegetarian or Not."
490411,"B000CQE3IC","AM12T222C788N","krazidaisy",0,0,5,1330473600,"Just the Way I Like It","Taste like normal, great for a snack... now if only I could stop snacking..<br />Overall it's delicious, if I ever get a craving for Slim Jims again, I will definitely come back to buy some."
460664,"B000E6727O","AP7PFW2KHDK4N","L. Seward",0,0,5,1193443200,"Easiest way to get the best tea","We love this tea, and everyone else must too because the stores always seem to be out of it. This is a great way for us to get lots of something we use everyday sent right to our door for free. Can't beat that!"
351413,"B002E0UEBE","A3PSQWBDC9Y6LY","Curt Johnson",0,0,5,1332720000,"Great assortment","The assortment was great, the quality of the fruit and nuts was first rate, and the price was very reasonable. This was my first purchase from this company, but it won't be my last."
244798,"B0016J7T12","A1UVT482V30GTW","Mongo Bailey",0,0,5,1293926400,"Fantabulous!","This stuff really tastes great.  The granola isn't like others that make you feel like you are chewing on rocks.  Not only does it make a great cereal, but we put it in yogurt, on top of ice cream, etc.  Enjoy!"
404859,"B003O6603I","A9ZYPCOGCLWXD","P. Bennett",0,0,4,1319587200,"Sell the Fennel & Salt with Organic Fennel Pollen Separately","Casina Rossa products are really excellent. Amazon needs to sell the products individually as well as in packs. The fennel salt that Amazon is selling separately is actually different than the one in this two pack. The one in the two pack is the bomb! I bought it separately at another store. The other fennel salt is very good too, but it's not a blend. Besides fennel, this one has black pepper, oregano, white pepper, laurel, grass pepper, curry, fennel pollen, thyme, juniper, pimento and mustard. It's amazing.<br /><br />paula"
125079,"B000S0XFNQ","A1ZIMBXJN17OCF","S. Stephens ""sharronhelping""",0,0,5,1239062400,"Hold everything, cutely!","If you have the Tassimo system, you will not be complete without this carousel.  It will take up counter space just as the machine itself, but impact is minimal.  It is sturdy, although it may not be soid metal? I now the carousel is metal, the base may have a painted plastic surroungd over the turning mechanism.  The neat thing is that with the 4 stalls it can store 8 different varieties, because you can pull from both the bottom and the top.  So, the latte expresso and milk can fit in one stall.<br /><br />My friends love the experience of coming to my counter and conveniently grabbing a bup of something, anything.  If you buy a lot of varieties this is one way to keep the popular ones out and ready.  If you only buy 2 packages at a time, I think it is still worthwhile, because it only holds up to 40 discs which is about 2-3 packages.<br /><br />The price is cheap here, 14.99.  It is 19.99 in the stores (BBB).  the cost of the Tassimo went up in February'09 to 169.00 from 139.00, so if the savings is still here, it helps with the sting."
90403,"B000CRIBCA","A1NV4SWU2AVYGP","Dana Shulps",0,0,4,1298505600,"Quite Delicious","These didn't taste like I was eating a brownie but I never expected it to. The chocolate does have a bit of that 'healthy' flavor that's familiar in meal replacement/drink mix products. There is a bit of real chocolate taste to it and the texture is satisfying. The bar has a chewy and slightly crunchy consistency. I love that it requires a bit of chewing and has a good enough flavor to enjoy it.<br />I wouldn't consider this a 'snack' though. At 230 calories a bar, it's probably a meal for any one watching their weight, or like me, trying to lose weight. These go great with a hot cup of coffee in the morning or a cold glass of water for lunch.<br />I do feel full for 2-3 hours after eating one of these, sometimes longer.<br />I was a bit disappointed that this 'No Sugar' product had 25 carbs. There is 20 grams of protein to help even it out but only 2 grams of fiber. It'd be nice if these had some extra fiber to them or simply less 'sugar substitute'. I would say as a rough average there's about 17 net carbs per bar. Not bad but I was expecting less, I suppose many people subtract all the sugar alcohols from the total carbs however, maltitol is awfully close to sugar, so I don't feel that would be accurate.<br /><br />I enjoy the flavor of these and will probably keep them in rotation since they do have a nice price compared to other meal bars.<br />I hope ThinkThin expands their flavors, I would love to see what they could do with tropical flavors. Like coconut. (Their lemon one is on my must try list.)<br />Definitely a product I can recommend, for those who like chocolate.<br /><br />--Mine came with an expiration date 11 months away and seemed fresh. I didn't experience any discoloration on them or have any stale bars. I don't know if Amazon/ThinkThin has solved the issue or it's a luck of the draw type thing, though.--"
507015,"B0015YSKRA","A2T6DBR5V88UP","PugMamaMN",0,1,5,1329696000,"Perfectly Tasty Green Tea","Generally speaking, I am not a fan of green tea but I am well aware of its health benefits.  After buying this Blueberry Green tea from amazon.com, I am now in LOVE with this green tea.  I can drink it everyday and I really enjoy its sweet blueberry flavor.  Best Green Tea ever in my opinion!"
531281,"B0002DGRSY","A5YACGTYAZKAL","M. Haagenstad",0,0,5,1194134400,"UNBELIEVABLE PRICE!","These freeze dried treats are our dogs favorite treats.  We've been spending DOUBLE the price I paid for them at local area pet stores (ie, Chuck & Don's and PetSmart).  Arrived promptly, well packaged.  Highly recommended."
156702,"B002L35LH6","A3FII5GIF8X4FG","Julie Ann",0,0,5,1328486400,"Love","I really like adding this to soups and salads. I read the reviews of how many others incorporated the product into their recipes and was very glad I bought it."
181107,"B007Y59HVM","A1Z8QZIMN0FEX5","M. Miller ""maryann""",1,2,5,1334620800,"Great aroma, rich taste","When I ordered this coffee, I hoped the majority of the reviews were correct, and they were. I am really happy with Fog Chaser. I've bounced around through all the Keurig dark roasts and in my opinion, this is better than all of them. The aroma and taste far surpass any K-cup I've ever had. I store the coffee in an air-tight container, and have had no problems with freshness. They work perfectly in my B70 brewer, and I do wash the K-cup holder every couple of days or so because these have a real filter instead of plastic. The price is great, especially with Subscribe and Save - never going back to plastic K-Cups!"
78469,"B000HDL1RQ","AIGXHM1NZJSNO","sabry78",3,4,5,1314057600,"delicious!!!!!!!!!!!!!!!!!!!","i grew up in italy and loved these wafer cookies... i had almost forgot how good they were. then i decided to order some just to refresh my memories and ended up eating 4 out of the 8 bags in less than a 24 hour period (i did have some help). everybody that tried them asked me where i got them.i bought the hazelnut ones and i think that hazelnut is such a better choice to combine with chocolate and cookies than peanuts like they do here in the states. i wanted my friends to try different flavors so i ordered tiramisu, vanilla and lemon.....i see they have an option to deliver them ever month or two but i think they should deliver them weekly. lol."
73467,"B0029Y6AJ0","A3NWEIIJEH2K34","Kathryn D. Goebel",1,1,5,1246924800,"cookies great....but too many broken ones","I love the cookies and have for years. But this shipment came with too many broken ones."
